movieId,title,genres,director,plot_keywords,title_cast_short
94537,angels crest (2011),drama,leslieschwartz,snow caucasian hat car,amekoeksmasscarroll thomasdekker mirasorvino
94539,viva riva! (2010),drama,djomunga,fuel kinshasa explosion fire,patshabay maniemalone hojifortuna
94542,"forgiveness of blood, the (falja e gjakut) (2011)",drama,joshuamarston,albanian besa bread blood feud,tristanhalilaj refetabazi zanahasaj
94556,citizen gangster (2011) ,crime drama,nathanmorlando,man in a wheelchair bank robber post war death,scottspeedman kellyreilly kevindurand
94558,beyond the black rainbow (2010),mystery sci-fi,panoscosmatos,kubrickian retro retro horror lynchian,michaeljrogers evabourne scotthylands
94647,"poker club, the (2008)",crime drama thriller,richardchizmar,poker burglar voice over narration topless female nudity,johnnymessner michaelrisley janakramer
94653,creature (2011),horror,fredandrews,skinny dipping louisiana swamp ritual,mehcadbrooks serindaswan dilloncasey
94663,vicky donor (2012),comedy romance,juhichaturvedi,fertility clinic sperm bank sperm donor delhi,ayushmannkhurrana yamigautam annukapoor
94672,across the line: the exodus of charlie wright (2010),crime drama,r.ellisfrazier,action crime,aidanquinn andygarcia mariovanpeebles
94675,three steps above heaven (2010),drama romance,federicomoccia,bare chested male young people fight young adult,mariocasas maríavalverde álvarocervantes
94677,"dictator, the (2012)",comedy,sachabaroncohen,dictator impostor sunglasses overalls,sachabaroncohen sayedbadreya rockycitron
94679,thrive (2011),documentary,stevegagné,secret code compass banking system pseudo science,fostergamble duaneelgin nassimharamein
94729,beyond all boundaries (2009),documentary war,chrisellis,immersive cinema museum exhibit world war two,kevinbacon corbinbleu patriciaclarkson
94733,keyhole (2011),drama mystery,georgetoles,post punk clock surrounded sorting,jasonpatric isabellarossellini udokier
94739,"island president, the (2011)",documentary,mohamednasheed,president maldives 2010s sea level,mohamednasheed
94746,"largo winch (heir apparent: largo winch, the) (2008)",adventure thriller,julienrappeneau,based on comic book 2000s failed brakes businessman,tomersisley kristinscottthomas predrag'miki'manojlovic
94748,"mighty macs, the (2009)",drama,timchambers,young woman usa united states challenge,carlagugino marleyshelton ellenburstyn
94752,gifted hands: the ben carson story (2009),drama,johnpielmeier,six word title boy wears eyeglasses eyeglasses neurosurgeon,cubagoodingjr. kimberlyelise aunjanueellis
94769,"rose seller, the (la vendedora de rosas) (1998)",drama,víctorgaviria,street life street kid street child rose,leidymaría'lady'tabares martacorrea mileidergil
94777,men in black iii (m.iii.b.) (m.i.b.³) (2012),action comedy sci-fi imax,etancohen,escape from prison neil armstrong character alien time travel,willsmith tommyleejones joshbrolin
94780,snow white and the huntsman (2012),action adventure drama,evandaugherty,snow white queen magic fairy tale,kristenstewart chrishemsworth charlizetheron
94799,sound of my voice (2011),drama mystery sci-fi,zalbatmanglij,cult cult leader scantily clad female manipulation,christopherdenham nicolevicius britmarling
94803,night of the demons (2009),horror,jaceanderson,halloween party cleavage scantily clad female topless female nudity,tatyanakanavka michaelarata shannonelizabeth
94806,"secrets of jonathan sperry, the (2008)",drama,davechristiano,christian propaganda boy 1970s christian,gavinmacleod jansenpanettiere robertguillaume
94808,someone like you (unnaipol oruvan) (2009),crime drama,kamalhaasan,terrorism righteous rage muslim police commissioner,kamalhaasan mohanlal lakshmi
94810,eva (2011),drama fantasy sci-fi,sergibelbel,robot programmer child android,danielbrühl martaetura albertoammann
94813,chernobyl diaries (2012),horror,orenpeli,abandoned city abandoned building chernobyl disaster chernobyl ukraine,ingridbolsøberdal dimitridiatchenko oliviataylordudley
94815,chicken with plums (poulet aux prunes) (2011),drama,marjanesatrapi,contemplating death stradivarius reference to socrates musician,mathieuamalric edouardbaer mariademedeiros
94833,"pirates! band of misfits, the (2012)",adventure animation children comedy,jeffnewitt,pirate stop motion animation stop motion pirate ship,hughgrant martinfreeman imeldastaunton
94835,"vie meilleure, une (better life, a) (2011)",drama,cédrickahn,prison restaurant debt hit in the face,guillaumecanet leïlabekhti slimanekhettabi
94837,hemingway & gellhorn (2012),drama romance war,marthagellhorn,war correspondent writer divorce winter war,nicolekidman cliveowen davidstrathairn
94839,"fish child, the (el niño pez) (2009)",drama romance thriller,lucíapuenzo,two women in bath tub lesbian romance title same as book adaptation directed by original author,inésefron marielavitale pepmunné
94841,hick (2011),drama romance,andreaportes,nebraska pistol alcoholic teenage girl,chloëgracemoretz christophercoakley kelseywalston
94864,prometheus (2012),action horror sci-fi imax,jonspaihts,planet cryogenics cave impregnation,noomirapace michaelfassbender charlizetheron
94867,"pact, the (2012)",horror mystery thriller,nicholasmccarthy,hair tied to something motorcycle riding hidden room barefoot woman,caitylotz kathleenroseperkins haleyhudson
94893,letters to god (2010),children drama,davidnixon,letter faith cancer prayer,lisacurtis christopherschmidt lyannatumaneng
94896,bernie (2011),comedy crime drama,skiphollandsworth,based on article east texas murder trial funeral home,jackblack shirleymaclaine matthewmcconaughey
94904,3 a.m. (2001),crime mystery romance,seefullsummary,taxi driver psychic love male female relationship,saritachoudhury michellerodriguez arjung.awtramani
94919,inhale (2010),drama thriller,walterdoty,lung transplant male frontal nudity street child pubic hair,miastallard dermotmulroney dianekruger
94931,take this waltz (2011),drama romance,sarahpolley,love triangle infidelity bare breasts woman undresses,michellewilliams sethrogen lukekirby
94933,berlin 36 (2011),drama,lotharkurzawa,high jump jewish people athletics olympic games preparation,karolineherfurth sebastianurzendowsky axelprahl
94939,sound of noise (2010),comedy crime musical,johannesstjärnenilsson,police officer based on short film drummer drumming,bengtbraskered sannapersson magnusbörjeson
94953,wanderlust (2012),comedy,davidwain,skinny dipping nude protest nudist female frontal nudity,paulrudd jenniferaniston justintheroux
94959,moonrise kingdom (2012),comedy drama romance,wesanderson,young love boy scouts camp storm search party,brucewillis edwardnorton billmurray
94965,there be dragons (2011),drama war,rolandjoffé,spanish civil war forgiveness communism journalist,charliecox wesbentley dougrayscott
94967,texas killing fields (2011),crime drama thriller,donferrarone,murder of a teenager scantily clad female panties white panties,samworthington jeffreydeanmorgan jessicachastain
94969,kahaani (2012),crime drama thriller,sujoyghosh,durga puja festival missing husband female protagonist terrorism,vidyabalan parambratachattopadhyay indraneilsengupta
94978,i wish (kiseki) (2011),children drama,hirokazukoreeda,bullet train journey hospitality father son relationship,masaminagasawa joeodagiri hiroshiabe
94985,get the gringo (2012),action crime drama thriller,melgibson,electric torture mexican prison career criminal,melgibson kevinbalmore danielgiménezcacho
94998,5 days of war (2011),action drama war,mikkoalanne,cameraman 21st century year 2007 journalist,rupertfriend emmanuellechriqui richardcoyle
95000,"life, above all (2010)",drama,dennisfoon,mother daughter relationship child prostitution aids little girl,khomotsomanyaka keaobakamakanyane harrietlenabe
95002,contagion / bio slime (2010),horror,johnlechago,blood gore murder monster,vinniebilancio victoriademare ronnielewis
95012,tracy morgan: black and blue (2010),comedy,tracymorgan,tv special stand up comedy,tracymorgan marvinmcclellan
95014,"importance of tying your own shoes, the (hur många lingon finns det i världen?) (2011)",drama,lenakoppel,personal growth what happened to epilogue ends with biographical notes theatre group,sverrirgudnason vannarosenberg matsmelin
95021,outer space (2000),animation horror,petertscherkassky,experimental avant garde film avant garde reappropriated images,barbarahershey
95032,vares: the kiss of evil (vares - pahan suudelma) (2011),action crime film-noir,andersengström,first part decoy third in series homicide,anttireini mattionnismaa eppusalminen
95034,"few best men, a (2011)",comedy,deancraig,comedy of errors groom male objectification embarrassing male nudity,laurabrent xaviersamuel krismarshall
95052,hide and seek (2000),crime drama thriller,joelhladecek,captive female psychopath gynecologist pregnancy,darylhannah jennifertilly brucegreenwood
95058,cosmopolis  (2012),drama,davidcronenberg,road movie capitalism manhattan new york city post punk,robertpattinson sarahgadon paulgiamatti
95067,"thousand words, a (2012)",comedy drama,stevekoren,liar supernatural power psychotronic film tree,eddiemurphy kerrywashington emanuelragsdale
95069,chimpanzee (2012),documentary,marklinfield,chimpanzee nature monkey one word title,timallen
95088,safety not guaranteed (2012),comedy drama,derekconnolly,time machine intern classified ad time travel,aubreyplaza laurencarlos basilharris
95105,madagascar 3: europe's most wanted (2012),adventure animation children comedy imax,tommcgrath,animal circus penguin lemur,benstiller chrisrock davidschwimmer
95107,bunnyman (2011),horror,carllindbergh,tape gag bound and gagged backwood slasher gory,cheryltexiera matthewalbrecht alainagianci
95133,blackthorn (2011),western,miguelbarros,revisionist western shooting a woman woman with a gun butch cassidy character,samshepard eduardonoriega stephenrea
95135,your sister's sister (2011),comedy drama,lynnshelton,title directed by female tequila f rated drunken sex,michaelharring markduplass mikebirbiglia
95157,kidnapped (2010),horror thriller,javiergarcíaarredondo,woman in jeopardy girl in panties home invasion tape over mouth,fernandocayo manuelavellés anawagener
95165,dragon ball z the movie: the world's strongest (a.k.a. dragon ball z: the strongest guy in the world) (doragon bôru z: kono yo de ichiban tsuyoi yatsu) (1990),action adventure animation sci-fi thriller,akiratoriyama,dragon snow ice wish,masakonozawa toshiofurukawa mayumitanaka
95167,brave (2012),action adventure animation children,brendachapman,princess archery female warrior rebellious daughter,kellymacdonald billyconnolly emmathompson
95182,dragon ball z the movie: the tree of might (doragon bôru z 3: chikyû marugoto chô kessen) (1990),action adventure animation sci-fi,akiratoriyama,male nudity fire dragon flame,masakonozawa mayumitanaka tôrufuruya
95185,dangerous liaisons (2007),comedy crime drama mystery,lesliethomas,snuff film 8mm pornography pornographer,peterdavison syanblake johnharding
95197,bel ami (2012),drama romance,nickormerod,1890s 19th century bare butt sex scene,robertpattinson umathurman kristinscottthomas
95199,what to expect when you're expecting (2012),comedy drama romance,shaunacross,pregnancy photographer baby expecting twins,camerondiaz jenniferlopez elizabethbanks
95201,to rome with love (2012),comedy,woodyallen,written and directed by cast member leftist radical multiple storyline italy,pierluigimarchionne flavioparenti alisonpill
95207,abraham lincoln: vampire hunter (2012),action fantasy horror thriller,sethgrahame-smith,vampire hunter undead hanging upside down chopping down a tree,benjaminwalker dominiccooper anthonymackie
95218,first position (2011),documentary,aranbell,ballet competition female editor ends with biographical notes,aranbell rebeccahouseknecht joansebastianzamora
95223,4.3.2.1 (2010),crime thriller,markdavis,diamonds upskirt can of pringles loss of virginity,ophelialovibond shanikawarren-markland emmaroberts
95230,macbeth in manhattan (1999),drama,greglombardo,shakespeare's macbeth based on play independent film,gloriareuben davidlansbury nickgregory
95232,beauty #2 (1965),drama,ginopiserchio,independent film,ginopiserchio ediesedgwick chuckwein
95237,detention (2012),comedy horror,josephkahn,gay bully teenage angst ufo,alisonwoods loganstalarow juliedolan
95294,planet b-boy (2007),documentary,stephanefiossanangaye,b boy dance breakdancing international,stephanefiossanangaye mr.freeze luismateo
95296,for greater glory: the true story of cristiada (2012),drama war,michaellove,faith mexico catholic rebellion,mauriciokuri adrianalonso rubénblades
95300,scusa ma ti chiamo amore (2008),romance,federicomoccia,old young relationship,raoulbova michelaquattrociocche michellecarpente
95302,torpedo bombers (torpedonostsy) (1983),drama war,yurigerman,naval aviation year 1944 allies air attack,rodionnahapetov alekseyzharkov andreiboltnev
95307,rock of ages (2012),comedy drama musical imax,justintheroux,concert pole dancer panties music industry,juliannehough dakotasagegrant matthewrushsullivan
95309,seeking a friend for the end of the world (2012),comedy drama romance,lorenescafaria,end of the world title directed by female road trip human extinction,stevecarell keiraknightley adambrody
95311,presto (2008),animation children comedy fantasy,dougsweetland,character name as title rabbit magician stage,dougsweetland
95375,boundin' (2003),animation children,rogergould,sheep jackalope cgi animation sheep shearing,budluckey
95425,"map for saturday, a (2007)",documentary,brooksilva-braga,travel around the world,scotterikson rebeccafilmer sabrinahezinger
95441,ted (2012),comedy fantasy,sethmacfarlane,teddy bear animated character gross out comedy absurd comedy,markwahlberg milakunis sethmacfarlane
95449,magic mike (2012),drama romance,reidcarolin,male stripper male nudity stripper party,matthewmcconaughey channingtatum oliviamunn
95461,revenge of the electric car (2011),documentary,p.g.morgan,electric car detroit michigan business executive engineering,timrobbins danneil dannydevito
95488,on the road (2012),adventure drama,jackkerouac,listening to sex bisexual pregnancy woman on top,samriley garretthedlund kristenstewart
95494,joffrey: mavericks of american dance (2012),documentary,bobhercules,dance ballet dancing dancer,sashaanawalt geraldarpino charthelarthur
95504,virtual jfk: vietnam if kennedy had lived (2008),documentary,kojimasutani,what if vietnam war press conference political crisis,johnf.kennedy
95506,extraterrestrial (extraterrestre) (2011),comedy drama sci-fi,nachovigalondo,ufo alien invasion alien,juliánvillagrán michellejenner carlosareces
95508,cleanskin (2012),crime drama thriller,hadihajaig,terrorist terrorism undercover agent secret agent,seanbean charlotterampling abhingaleya
95510,"amazing spider-man, the (2012)",action adventure sci-fi imax,jamesvanderbilt,spider man character spider lizard new york city,andrewgarfield emmastone rhysifans
95529,id:a (2011),crime thriller,annechaplinhansen,amnesia,tuvanovotny flemmingenevold carstenbjørnlund
95531,"koruto wa ore no pasupooto (colt is my passport, a) (1967)",action crime drama,shinjifujiwara,yakuza rival gang mob boss money,jôshishido jerryfujio chitosekobayashi
95543,ice age 4: continental drift (2012),adventure animation comedy,mikethurmeier,iceberg sid character scrat character manny character,azizansari joybehar christophercampbell
95558,beasts of the southern wild (2012),drama fantasy,lucyalibar,community delta climate change child protagonist,quvenzhanéwallis dwighthenry levyeasterly
95567,people like us (2012),drama,alexkurtzman,family relationships money salesman bartender,chrispine elizabethbanks michaelhalld'addario
95570,crazed fruit (kurutta kajitsu) (1956),drama,shintarôishihara,boy girl brother beach,yûjirôishihara masahikotsugawa miekitahara
95572,cruel gun story (kenjû zankoku monogatari) (1964),action crime thriller,hisatoshikaî,heist armored truck yakuza violence,jôshishido chiekomatsubara tamiokawaji
95578,"stoplight society, the (la sociedad del semáforo) (2010)",drama,rubénmendoza,homeless gun loss of son traffic light,abelardojaimes galabotero romeliacajiao
95583,savages (2012),crime drama thriller,shanesalerno,marijuana dea southern california one female two males threesome,blakelively taylorkitsch aarontaylor-johnson
95591,rat king (2012),mystery thriller,petrikotwica,hospital basement cellar german teacher,maxovaska juliuslavonen outimäenpää
95595,bela kiss: prologue (2013),horror mystery thriller,lucienförstner,serial killer hotel bank robber hotel lobby,andreaswisniewski stevenweber joachimgünthner
95597,ticket to romance (en enkelt til korsør) (2008),comedy drama romance,gertduveskovlund,masturbation undressing female rear nudity skinny dipping,carstenbjørnlund lærkewinther kurtravn
95600,candles on bay street (2006) ,drama,jonathanestrin,veterinarian,aliciasilverstone eionbailey pollybergen
95602,once upon a time in phuket (en gång i phuket) (2011),comedy,petermagnusson,thailand place name in title actress playing herself,petermagnusson susannethorson jennyskavlan
95604,the war (2007),documentary war,katharinephillips,american soldier world war two home front industry,keithdavid katharinephillips tomhanks
95613,"union, the (2011)",documentary,tboneburnett,studio musician brain surgery concert,tboneburnett eltonjohn billmaxwell
95617,scorcher (2002),action sci-fi,grahamwinter,explosion exploding car exploding building gas explosion,markdacascos johnrhys-davies tamaradavies
95624,"firm, the (2009)",drama,alashton,hooliganism football violence 1980s,paulanderson calummacnab danielmays
95654,geri's game (1997),animation children,janpinkava,chess park eyeglasses false teeth,bobpeterson
95658,my last day without you (nie mehr ohne dich) (2011),comedy drama romance,stefanc.schaefer,business trip new york singer songwriter love,nicolebeharie rege.cathey kenduken
95670,tyler perry's madea's witness protection (2012),comedy,tylerperry,2010s wall street investment banker banker,tylerperry eugenelevy deniserichards
95688,"good night to die, a (2003)",action comedy crime thriller,craigsinger,blow job hitman legs stripper,michaelrapaport garystretch seymourcassel
95695,"five minarets in new york (act of vengeance) (terrorist, the) (2010)",drama,mahsunkirmizigül,arab terrorist 21st century woman united states of america,halukbilginer dannyglover ginagershon
95717,treasure island (2012),adventure,stewartharcourt,1700s 18th century buccaneer pirate captain,eddieizzard tobyregbo rupertpenry-jones
95720,"watch, the (2012)",comedy sci-fi,jaredstern,alien invasion female full frontal nudity brawl female frontal nudity,benstiller vincevaughn jonahhill
95732,vampires (2010),comedy fantasy horror,vincentlannoo,vampire basement school party,carloferrante veravandooren pierrelognay
95742,someday this pain will be useful to you (2011),drama,petercameron,solitude name tag death of family member breaking the fourth wall by talking to the audience,tobyregbo marciagayharden petergallagher
95744,2 days in new york (2012),comedy,juliedelpy,photo exhibition triple f rated f rated halloween costume,chrisrock juliedelpy albertdelpy
95748,2010: moby dick (2010),action adventure thriller,paulbales,downward spiral submarine year in title year 2010,barrybostwick renéeo'connor mattlagan
95752,terminal usa (1993),comedy,jonmoritsugu,pantyhose camera shot of feet female stockinged legs foot closeup,sharonomi kennarasaki lennylang
95754,from beginning to end (do começo ao fim) (2009),drama romance,aluizioabranches,male frontal nudity male nudity male full frontal nudity male male kiss,júlialemmertz fábioassunção jeanpierrenoher
95756,"cat in the hat, the (1971)",animation children,chuckjones,brother sister relationship male protagonist male and female protagonists home alone,allansherman dawsbutler pamelynferdin
95761,killer joe (2011),crime thriller,tracyletts,lingerie female pubic hair bra and panties female nudity,matthewmcconaughey emilehirsch junotemple
95769,"gospel of judas, the (2006)",documentary,johnb.bredar,reference to the gospel of judas gnostic gospels gnosticism religious text,bahramaloui tawfikbahri moncedbecheikh
95773,king of thorn (king of thorns) (ibara no o) (2009),adventure animation horror sci-fi thriller,yujiiwahara,alien sleeping beauty twins surrealism,kanahanazawa toshiyukimorikawa erisendai
95796,anaconda: the offspring (2008),action horror sci-fi thriller,nicholasdavidoff,woman wearing a gas mask snakeskin psychotronic film snake,davidhasselhoff crystalallen ryanmccluskey
95804,wild bill (2011),crime drama,dannyking,abandoned child drug dealer release from prison bare chested male,charliecreed-miles willpoulter sammywilliams
95814,pete smalls is dead (2010),comedy,brandoncole,mascot costume,peterdinklage markboonejunior toddbarry
95816,being flynn (2012),comedy drama,paulweitz,homeless shelter suicide mother son relationship father son relationship,robertdeniro pauldano juliannemoore
95839,"christmas carol, a (1999)",drama fantasy,peterbarnes,scrooge christmas ghost time travel,patrickstewart richarde.grant joelgrey
95858,for the birds (2000),animation children comedy,ralpheggleston,no dialogue bird telephone wire mockery,ralpheggleston
95873,ruby sparks (2012),comedy fantasy romance,valeriefaris,imaginary character made real writer's block book comes to life reference to f. scott fitzgerald,pauldano zoekazan chrismessina
95875,total recall (2012),action sci-fi thriller,kurtwimmer,false memory implanted memory remake based on short story,colinfarrell katebeckinsale jessicabiel
95896,388 arletta avenue (2011),thriller,randallcole,voyeurism stalker hidden camera stalking,nickstahl miakirshner devonsawa
95898,the craigslist killer (2011),crime drama thriller,stephenkay,tied feet tied up while barefoot whoremonger tape over mouth,jakemcdorman agnesbruckner joshuaclose
95926,"monitor, the (babycall) (2011)",horror thriller,pålsletaune,baby monitor death delusion female protagonist,noomirapace kristofferjoner vetleqvenildwerring
95939,"angels' share, the (2012)",comedy drama,paullaverty,distillery community service heist kilt,paulbrannigan siobhanreilly johnhenshaw
95969,vampire journals (1997),fantasy horror,tednicolaou,vampire written by director grand piano eastern europe,jonathonmorris davidgunn kirstencerre
95971,dikkenek (2006),comedy,olivierlegrain,male frontal nudity full frontal male nudity ensemble cast posing nude,marioncotillard dominiquepinon jean-luccouchard
95973,"classe américaine, la (a.k.a. le grand détournement) (1993)",comedy,michelhazanavicius,american cinema cursing reference to juventus football club unreliable narration,lionelabelanski jean-ericbielle marccassot
95975,"necessary death, a (2008)",crime drama thriller,danielstamm,documentary filmmaker suicidal found footage shot to death,g.j.echternkamp matthewtilley valeriehurt
96002,"tür, die (door, the) (2009)",drama mystery sci-fi,janberger,female nudity topless female nudity sex scene passionate sex,madsmikkelsen jessicaschwarz valeriaeisenbart
96020,sidewalls (medianeras) (2011),drama,gustavotaretto,architecture internet big city buenos aires argentina,javierdrolas migueldedovich pilarlópezdeayala
96024,stash house (2012),thriller,garyspinelli,die hard scenario two word title,seanfaris brianaevigan dolphlundgren
96030,"weekend it lives, the (ax 'em) (1992)",horror,michaelmfume,slasher slasher flick teen horror independent film,michaelmfume sandrapulley joeclair
96054,steak (2007),comedy,quentindupieux,absurdism absurd humor aesthetic surgery multiple deaths,ericjudor ramzybedia jonathanlambert
96056,"legend of bigfoot, the (1976)",documentary,harrywiner,bigfoot missing link wyoming wildlife,ivanmarx peggymarx yukonfrida
96058,neil young journeys (2012),documentary,neilyoung,ontario road trip concert toronto ontario,neilyoung
96060,"capture of bigfoot, the (1979)",adventure horror sci-fi,ingridneumayer,bigfoot psychotronic film businessman small town,janusraudkivi randolphrebane staffordmorgan
96064,dragon eyes (2012),action crime drama,timtori,nipple piercing piercing vietnam war veteran fear,cungle jean-claudevandamme johnnyholmes
96066,"love, wedding, marriage (2011)",comedy romance,anouskachydzik,marriage marriage counselor undressing sex scene,mandymoore kellanlutz jamesbrolin
96071,bag it (2010),documentary,suzanberaza,plastic waste consumption,jebberrier jaredblumenfeld martinbourque
96075,bleak house (2005),drama,denislawson,tv mini series period drama london england will,annamaxwellmartin denislawson careymulligan
96079,skyfall (2012),action adventure thriller imax,nealpurvis,007 official bond film premarital sex terrorist cell,danielcraig judidench javierbardem
96096,mais qui a tué pamela rose ? (2003),comedy,olivierbaroux,what happened to epilogue title appears in song policeman as villain run over by train,kadmerad olivierbaroux gérarddarmon
96098,louise-michel (2008),comedy,benoîtdelépine,character names as title forenames as title two word title factory,yolandemoreau boulilanners benoîtpoelvoorde
96110,"campaign, the (2012)",comedy,chrishenchy,slapstick comedy congressman north carolina campaigning,willferrell zachgalifianakis jasonsudeikis
96114,brake (2012),crime thriller,timothymannion,one man film secret service agent terrorist torture,stephendorff chylerleigh jrbourne
96121,hope springs (2012),comedy drama,vanessataylor,scene during end credits story continued during end credits man wears eyeglasses woman wears eyeglasses,merylstreep tommyleejones stevecarell
96131,k-20: the fiend with twenty faces (2008),action adventure crime,sokitamura,nikola tesla hero disguise based on novel,takeshikaneshiro takakomatsu tôrunakamura
96146,logan's war: bound by honor (1998),action drama thriller,chucknorris,army ranger beer gangster army,eddiecibrian chucknorris joespano
96148,"president's man: a line in the sand, the (2002)",action drama thriller,bobgookin,time bomb president terrorist street shootout,chucknorris judsonmills jennifertung
96150,"queen of versailles, the (2012)",documentary,jaquelinesiegel,beauty queen trophy wife u.s. economy home,lorrainebarrett junedowns phillipfroehlich
96160,33 postcards (2011),drama,paulinechan,australian chinese sponsor orphanage,guypearce zhulin claudiakarvan
96179,amish grace (2010),drama,greggchampion,laundry drying on a clothesline schoolhouse television reporter amish,kimberlywilliams-paisley tammyblanchard faymasterson
96181,female agents (les femmes de l'ombre) (2008),drama war,jean-paulsalomé,year 1945 year 1944 1940s female murders a male,sophiemarceau juliedepardieu mariegillain
96195,run sister run! (2010),drama,marjapyykkö,friendship between girls friend girl teenager,adakukkonen saramelleri anna-leenauotila
96197,secret reunion (ui-hyeong-je) (2010),drama thriller,min-seokjang,two word title korea south korea south korean,kang-hosong dong-wongang yun-seochoi
96212,"one percent, the (2006)",documentary,jamiejohnson,billionaire interview self interest propaganda,nicolebuffet chuckcollins steveforbes
96214,primal (2010),horror thriller,nigelchristensen,aboriginal art rabbit claustrophobia friend,zoëgameau krewboylan lindsayfarris
96221,"see you in hell, my darling (tha se do stin kolasi, agapi mou) (1999)",crime horror thriller,nikosnikolaidis,violence vomiting urine mask,vickyharris valeriahristodoulidou paschalistsarouhas
96227,i am waiting (ore wa matteru ze) (1957),crime drama,shintarôishihara,yakuza brazil boxer cabaret,yûjirôishihara miekitahara isamukosugi
96239,chillerama (2011),comedy horror,joelynch,gay black and white scene closeted homosexual topless female nudity,adamrifkin sarahmutch raywise
96250,k.g. (karate girl) (2011),action,fuyuhikonishi,upskirt miniskirt legs bangs,rinatakeda hinatobimatsu tatsuyanaka
96252,i am bruce lee (2011),documentary,petemccormack,martial arts interview actor martial artist,brucelee paulbowman danielebolelli
96259,beloved (les bien-aimées) (2011),drama musical romance,christophehonoré,male nudity threesome bisexual homosexual,chiaramastroianni catherinedeneuve ludivinesagnier
96264,wagner's dream (2012),documentary,susanfroemke,quebec city quebec photo session reference to cirque du soleil siegfried,carlfillion petergelb jessicakrueger
96275,in custody (1994),comedy drama,ismailmerchant,poet second wife poetry drink,shashikapoor shabanaazmi ompuri
96277,"rumble in hong kong (nu jing cha) (heroine, the) (1973)",action crime,muchu,thug female martial artist death of sister policewoman heroine,charliechin qiuyuen bettypeiti
96281,paranorman (2012),adventure animation comedy,samfell,horror for children zombie witch curse,kodismit-mcphee tuckeralbrizzi annakendrick
96283,diary of a wimpy kid: dog days (2012),children comedy,mayaforbes,sequel diary boy dog,zacharygordon stevezahn robertcapron
96288,"rites of may, the (itim) (1977) ",drama horror thriller,clodualdodelmundojr.,lent passion black dress nikon camera,tommyabuel mariomontenegro monalisa
96298,el hada buena - una fábula peronista (2010),comedy sci-fi,lauracasabe,f rated freak future,alejandroparrilla rodrigolicolorente orlandomastropaolo
96302,war of the arrows (choi-jong-byeong-gi hwal) (2011),action,han-minkim,korean history korea mongol empire mongol,hae-ilpark seung-ryongryu mu-yeolkim
96304,hara-kiri: death of a samurai (2011),drama,kikumiyamagishi,3d ronin samurai revenge,kôjiyakusho munetakaaoki naototakenaka
96306,goats (2012),comedy,markpoirier,barefoot male camera shot of feet camera shot of bare feet new age,davidduchovny verafarmiga grahamphillips
96314,celeste and jesse forever (celeste & jesse forever) (2012),comedy drama romance,rashidajones,written by rashida jones best friends divorce friendship,rashidajones andysamberg arigraynor
96316,aliisa (1970),drama,aulikkioksanen,janitor income housing problem social problem,siiriangerkoski selmamiettinen varmalahtinen
96337,our children (à perdre la raison) (2012),drama,joachimlafosse,postpartum depression downward spiral children love,émiliedequenne clairebodson nielsarestrup
96367,hit and run (hit & run) (2012),action comedy romance,daxshepard,witness protection getaway driver pontiac solstice pontiac,kristenbell daxshepard tomarnold
96373,broken (2012),drama,danielclay,fear of commitment dysfunctional family au pair neighbor torment,charliebooty lilyjames timroth
96383,"family tree, the (2011)",comedy drama,marklisson,lesbian peeping tom neighbor memory loss,rachaelleighcook hopedavis dermotmulroney
96407,dark horse (2011),drama,toddsolondz,hepatitis b man wrapped in a towel collectible theater poster,melisayoung jordangelber selmablair
96411,6 days to air: the making of south park (2011),documentary,arthurbradford,making of countdown television show,treyparker mattstone annegarefino
96415,doomsday book (2012),comedy drama horror sci-fi,pil-sungyim,robot asteroid artificial intelligence end of the world,doonabae ji-heejin yun-hiejo
96417,premium rush (2012),action thriller,davidkoepp,chase bicycle messenger manhattan new york city co written by director,josephgordon-levitt daniaramirez seankennedy
96430,"odd life of timothy green, the (2012)",comedy drama fantasy,peterhedges,adoption dodgeball young love soccer game,jennifergarner joeledgerton cjadams
96432,lawless (2012),crime drama,nickcave,female frontal nudity bouncing breasts gangster thompson sub machine gun,shialabeouf tomhardy jasonclarke
96435,chameleon (kaméleon) (2008),comedy drama thriller,krisztinagoda,psychologist money love car accident,ervinnagy gabriellahámori zsolttrill
96448,piranha 3dd (a.k.a. piranha dd) (2012),comedy horror,patrickmelton,no panties piranha bare breasts blonde,daniellepanabaker mattbush katrinabowden
96456,atm (2012),horror thriller,chrissparling,trapped blonde one night christmas party,briangeraghty aliceeve joshpeck
96467,sleepwalk with me (2012),comedy drama,sethbarrish,based on podcast stand up comedian comedian sleepwalking,mikebirbiglia laurenambrose jamesrebhorn
96471,prime suspect 3 (1993),crime drama mystery,tombell,pedophile ring vice squad child rape gay pedophile,helenmirren tombell karentomlin
96473,prime suspect: inner circles (1995),drama mystery,ericdeacon,murder detective police country club,helenmirren thomasrussell jameslaurenson
96481,american mullet (2001),documentary,jenniferarnold,hair f rated,mathewbose markdressner
96486,prime suspect 7: the final act (2006),crime drama mystery thriller,stephentompkinson,retirement prime suspect tv mini series father daughter relationship,helenmirren stephentompkinson lauragreenwood
96488,searching for sugar man (2012),documentary,malikbendjelloul,songwriter presumed dead censorship search,stephen'sugar'segerman denniscoffey miketheodore
96490,"possession, the (2012)",horror thriller,julietsnowden,swarm of moths sister sister relationship possessed girl dybbuk box,jeffreydeanmorgan kyrasedgwick natashacalis
